price,rating,title
$25.49,4.6 out of 5 stars,"['The Complete Plant-Based Cookbook: 500 Inspired, Flexible Recipes for Eating Well Without Meat (The Complete ATK Cookbook Series)']"
$25.49,4.3 out of 5 stars,"[""Dr. Kellyann's Bone Broth Diet: Lose Up to 15 Pounds, 4 Inches--and Your Wrinkles!--in Just 21 Days""]"
$25.49,4.9 out of 5 stars,['Mastering the Art of French Cooking (2 Volume Set)']
$25.49,4.7 out of 5 stars,['Ottolenghi Simple: A Cookbook']
$15.84,4.0 out of 5 stars,['The Mediterranean Refresh']
$15.84,4.3 out of 5 stars,"['The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Pressure Cooker Recipes)']"
$15.84,4.8 out of 5 stars,['Cravings: Recipes for All the Food You Want to Eat: A Cookbook']
$24.99,4.7 out of 5 stars,['The New York Times Cooking No-Recipe Recipes: [A Cookbook]']
$29.18,4.9 out of 5 stars,['The Elder Scrolls: The Official Cookbook']
$30.43,4.7 out of 5 stars,['Milk Street: Cookish: Throw It Together: Big Flavors. Simple Techniques. 200 Ways to Reinvent Dinner.']
$30.43,4.8 out of 5 stars,"['Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook']"
$30.43,4.5 out of 5 stars,['The Essential Air Fryer Cookbook for Two: Perfectly Portioned Recipes for Healthier Fried Favorites']
$24.99,5.0 out of 5 stars,"[""Rodney Scott's World of BBQ: Every Day Is a Good Day: A Cookbook""]"
$18.50,4.6 out of 5 stars,['The No-Fuss Bread Machine Cookbook: Hands-Off Recipes for Perfect Homemade Bread']
$17.84,4.9 out of 5 stars,['Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows']
$17.84,4.7 out of 5 stars,['The Wholesome Yum Easy Keto Cookbook: 100 Simple Low Carb Recipes. 10 Ingredients or Less']
$17.84,4.7 out of 5 stars,"[""The Complete Cooking for Two Cookbook, Gift Edition: 650 Recipes for Everything You'll Ever Want to Make (The Complete ATK Cookbook Series)""]"
$17.84,4.6 out of 5 stars,['The Juicing Recipes Book: 150 Healthy Juicer Recipes to Unleash the Nutritional Power of Your Juicing Machine']
$17.84,4.7 out of 5 stars,['Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body: A Cookbook']
$17.84,4.8 out of 5 stars,"['Cocktail Codex: Fundamentals, Formulas, Evolutions']"
$18.15,4.8 out of 5 stars,['Franklin Barbecue: A Meat-Smoking Manifesto [A Cookbook]']
,4.8 out of 5 stars,['Easter Chunky Lift-a-Flap Board Book (Babies Love)']
$4.99,4.7 out of 5 stars,"[""Worry Less, Pray More: A Woman's Devotional Guide to Anxiety-Free Living""]"
$4.99,4.7 out of 5 stars,['The Screwtape Letters']
$11.99,4.8 out of 5 stars,['Mere Christianity']
$14.19,4.8 out of 5 stars,['Mama Bear Apologetics™: Empowering Your Kids to Challenge Cultural Lies']
$14.19,4.8 out of 5 stars,['Battlefield of the Mind: Winning the Battle in Your Mind']
$11.46,4.6 out of 5 stars,['Healing Words: A Poetry Collection For Broken Hearts']
$16.95,4.9 out of 5 stars,['The Thief Who Stole Heaven']
$7.14,4.5 out of 5 stars,"['Would You Rather Game Book For Kids, Teens And Adults: Hilario’s Books for Kids with 200 Would you rather questions and 50 Trivia questions']"
$10.82,4.8 out of 5 stars,"[""Kindness is my Superpower: A children's Book About Empathy, Kindness and Compassion""]"
$17.02,4.9 out of 5 stars,"[""No Pain, No Gaines: The Good Stuff Doesn't Come Easy""]"
$17.02,4.8 out of 5 stars,['Marshmallow']
$17.02,4.9 out of 5 stars,['The Story of Easter (Little Golden Book)']
$17.02,4.8 out of 5 stars,['The Harbinger II: The Return']
$27.19,4.9 out of 5 stars,"[""Every Man's Bible: New Living Translation, Deluxe Explorer Edition (LeatherLike, Brown) – Study Bible for Men with Study Notes, Book Introductions, and 44 Charts""]"
$0.00,4.6 out of 5 stars,"['Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be']"
$0.00,4.8 out of 5 stars,['The Blessed Life: Unlocking the Rewards of Generous Living']
$15.29,4.9 out of 5 stars,"[""The Great Sex Rescue: The Lies You've Been Taught and How to Recover What God Intended""]"
$26.15,4.9 out of 5 stars,"[""NIV, The Woman's Study Bible, Cloth over Board, Blue Floral, Full-Color, Red Letter: Receiving God's Truth for Balance, Hope, and Transformation""]"
$14.33,4.9 out of 5 stars,['100 Days of Believing Bigger: Devotional Journal']
$14.33,4.8 out of 5 stars,['ESV Study Bible']
$10.61,4.9 out of 5 stars,['How Great Is Our God: 100 Indescribable Devotions About God and Science (Indescribable Kids)']
$10.61,4.8 out of 5 stars,"['KJV Holy Bible, Giant Print Standard Bible, Dark Brown Faux Leather Bible w/Thumb Index and Ribbon Marker, Red Letter Edition, King James Version']"
,4.6 out of 5 stars,['Ella Minnow Pea: A Novel in Letters']
$6.93,4.6 out of 5 stars,['The Book Woman of Troublesome Creek: A Novel']
$7.99,4.6 out of 5 stars,"[""It's In His Kiss: Bridgerton (Bridgertons Book 7)""]"
$7.99,4.8 out of 5 stars,"[""Charlotte's Web (Trophy Newbery)""]"
$12.45,4.8 out of 5 stars,['No Longer Human']
$12.45,4.8 out of 5 stars,['Meditations: A New Translation']
$14.98,4.2 out of 5 stars,['Mexican Gothic']
$9.99,4.8 out of 5 stars,['A Court of Mist and Fury (A Court of Thorns and Roses Book 2)']
$12.99,4.3 out of 5 stars,['In Five Years: A Novel']
$0.00,4.7 out of 5 stars,"['Relentless: Gray Man, Book 10']"
$9.67,4.2 out of 5 stars,['Such a Fun Age']
$9.76,4.6 out of 5 stars,['This Tender Land: A Novel']
$14.99,4.6 out of 5 stars,"[""The Kaiser's Web: A Novel (Cotton Malone Book 16)""]"
$14.99,4.6 out of 5 stars,['The Consequences of Fear: A Maisie Dobbs Novel']
$0.00,4.5 out of 5 stars,['When We Believed in Mermaids: A Novel']
$0.00,4.9 out of 5 stars,"[""D&D MORDENKAINEN'S TOME OF FOES (Dungeons & Dragons)""]"
$25.00,4.9 out of 5 stars,['Berserk Deluxe Volume 1']
$7.51,4.6 out of 5 stars,['Winter Garden']
$8.75,4.8 out of 5 stars,['The Sun and Her Flowers']
$11.39,4.4 out of 5 stars,['The Overstory: A Novel']
$6.79,4.4 out of 5 stars,"[""The Handmaid's Tale""]"
$9.34,4.7 out of 5 stars,['A Gentleman in Moscow: A Novel (172 POCHE)']
,4.4 out of 5 stars,"['Ketotarian: The (Mostly) Plant-Based Plan to Burn Fat, Boost Your Energy, Crush Your Cravings, and Calm Inflammation: A Cookbook']"
$0.00,4.7 out of 5 stars,['Ready Player One']
$24.64,4.4 out of 5 stars,['Cook This Book: Techniques That Teach and Recipes to Repeat: A Cookbook']
$20.19,4.6 out of 5 stars,['The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30']
$13.51,4.6 out of 5 stars,"['The DIRTY, LAZY, KETO No Time to Cook Cookbook: 100 Easy Recipes Ready in under 30 Minutes']"
$13.99,4.5 out of 5 stars,['The Official Ninja Foodi Grill Cookbook for Beginners: 75 Recipes for Indoor Grilling and Air Frying Perfection']
$20.30,4.7 out of 5 stars,['Joy of Cooking: 2019 Edition Fully Revised and Updated']
$13.89,4.8 out of 5 stars,['Project Smoke (Steven Raichlen Barbecue Bible Cookbooks)']
$13.89,4.6 out of 5 stars,"['Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes (1)']"
$12.42,4.6 out of 5 stars,"['Instant Loss: Eat Real, Lose Weight: How I Lost 125 Pounds―Includes 100+ Recipes']"
$12.42,4.8 out of 5 stars,['Essentials of Classic Italian Cooking']
$12.42,4.6 out of 5 stars,['The 30-Day Ketogenic Cleanse: Reset Your Metabolism with 160 Tasty Whole-Food Recipes & Meal Plans (1)']
$16.46,4.8 out of 5 stars,['Cook Anime: Eat Like Your Favorite Character―From Bento to Yakisoba']
$21.49,4.9 out of 5 stars,['Death & Co: Modern Classic Cocktails']
$16.99,4.9 out of 5 stars,"[""Smuggler's Cove: Exotic Cocktails, Rum, and the Cult of Tiki""]"
$16.99,4.7 out of 5 stars,['Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables']
$14.57,4.4 out of 5 stars,['The Mediterranean Diet Cookbook for Two: 100 Perfectly Portioned Recipes for Healthy Eating']
$9.87,4.7 out of 5 stars,"['Drinking Animals Coloring Book: A Fun Coloring Gift Book for Party Lovers & Adults Relaxation with Stress Relieving Animal Designs, Quick and Easy Cocktail Recipes']"
$11.03,4.8 out of 5 stars,['Cravings: Hungry for More: A Cookbook']
$7.21,4.5 out of 5 stars,"['Ninja Foodi: The Pressure Cooker that Crisps: Complete Cookbook for Beginners: Your Expert Guide to Pressure Cook, Air Fry, Dehydrate, and More (Ninja Foodi Companion)']"
$7.21,4.8 out of 5 stars,['Six Seasons: A New Way with Vegetables']
$0.00,4.8 out of 5 stars,['Rhythm of War: Book Four of The Stormlight Archive']
$0.00,4.7 out of 5 stars,['The Book Thief']
$20.98,4.5 out of 5 stars,['A Man at Arms: A Novel']
$20.98,4.5 out of 5 stars,['House of Leaves']
$20.98,4.3 out of 5 stars,['The Colorado Kid (Hard Case Crime)']
$11.56,4.8 out of 5 stars,['What Kind of Woman: Poems']
$11.56,4.7 out of 5 stars,['Of Mice and Men']
$11.56,4.2 out of 5 stars,['Interior Chinatown (Vintage Contemporaries)']
$11.99,4.7 out of 5 stars,['A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons']
$11.99,4.5 out of 5 stars,['The Things They Carried']
$11.46,4.8 out of 5 stars,['Dungeons & Dragons Essentials Kit (D&D Boxed Set)']
$11.46,4.7 out of 5 stars,['Pillow Thoughts']
$13.27,4.5 out of 5 stars,['The Book of Longings: A Novel']
$8.49,4.8 out of 5 stars,['Holes (Holes Series)']
$13.99,4.7 out of 5 stars,['Surviving Savannah']
$13.99,4.7 out of 5 stars,['Midnight: A Gangster Love Story (1) (The Midnight Series)']
$11.99,4.5 out of 5 stars,['Deacon King Kong: A Novel']
$11.99,4.6 out of 5 stars,['Homegoing']
$7.21,4.8 out of 5 stars,"[""The Bread Baker's Apprentice, 15th Anniversary Edition: Mastering the Art of Extraordinary Bread [A Baking Book]""]"
$7.21,4.6 out of 5 stars,"['The Starch Solution (Eat the Foods You Love, Regain Your Health, and Lose the Weight for Good!)']"
$23.99,4.2 out of 5 stars,['The Ultimate Meal-Prep Cookbook: One Grocery List. A Week of Meals. No Waste.']
$23.99,4.8 out of 5 stars,['The Elements of Pizza: Unlocking the Secrets to World-Class Pies at Home [A Cookbook]']
$14.99,4.6 out of 5 stars,['Clarity & Connection']
$14.30,4.7 out of 5 stars,"['The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation, ... (A New Harbinger Self-Help Workbook)']"
$0.00,4.5 out of 5 stars,['The Secret']
$9.59,4.8 out of 5 stars,['Wreck This Journal: Now in Color (PENGUIN US)']
$9.59,4.7 out of 5 stars,['Burnout: The Secret to Unlocking the Stress Cycle']
$0.00,4.6 out of 5 stars,['Unfu*k Yourself: Get Out of Your Head and into Your Life']
$10.77,4.7 out of 5 stars,"['The 5-Minute Gratitude Journal: Give Thanks, Practice Positivity, Find Joy']"
$14.78,4.8 out of 5 stars,['A Rhythm of Prayer: A Collection of Meditations for Renewal']
$14.78,4.8 out of 5 stars,['Becoming Supernatural: How Common People Are Doing the Uncommon']
$0.00,4.5 out of 5 stars,"['The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)']"
$12.18,4.7 out of 5 stars,['Intuitive Eating (A Revolutionary Anti-Diet Approach)']
$0.00,4.7 out of 5 stars,['Signs: The Secret Language of the Universe']
$0.00,4.6 out of 5 stars,"['Badass Affirmations: The Wit and Wisdom of Wild Women (Inspirational Quotes for Women, Daily Affirmations Book)']"
$17.96,4.6 out of 5 stars,['The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM)']
$13.93,4.9 out of 5 stars,"['After the Rain: Gentle Reminders for Healing, Courage, and Self-Love']"
$13.93,4.7 out of 5 stars,"['I Wrote a Book About You — A fun, fill-in-the-blank book.']"
$6.99,4.6 out of 5 stars,['Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal']
$8.99,4.8 out of 5 stars,['Healing After Loss: Daily Meditations For Working Through Grief']
$24.66,4.6 out of 5 stars,['Deep Work (Rules for Focused Success in a Distracted World)']
$12.51,4.7 out of 5 stars,"['The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (20th Anniversary Edition)']"
$19.35,4.7 out of 5 stars,['The Intuitive Eating Workbook: Ten Principles for Nourishing a Healthy Relationship with Food (A New Harbinger Self-Help Workbook)']
$9.25,4.8 out of 5 stars,"[""Imagine Heaven: Near-Death Experiences, God's Promises, and the Exhilarating Future That Awaits You""]"
$9.25,4.7 out of 5 stars,"['The Complete Apocrypha: 2018 Edition with Enoch, Jasher, and Jubilees']"
$8.39,4.8 out of 5 stars,['The Bible Made Easy - for Kids']
$8.39,4.9 out of 5 stars,"[""NIV, The Woman's Study Bible, Hardcover, Full-Color: Receiving God's Truth for Balance, Hope, and Transformation""]"
$35.99,4.9 out of 5 stars,['The Rational Bible: Genesis']
$11.16,4.8 out of 5 stars,['365 Bedtime Stories and Rhymes']
$8.99,4.8 out of 5 stars,"[""Peek-a-Flap Hop - Children's Lift-a-Flap Board Book Gift for Easter Basket Stuffers, Ages 2-6 (Peek-A-Flap Board Book)""]"
$14.86,4.8 out of 5 stars,['Win the Day: 7 Daily Habits to Help You Stress Less & Accomplish More']
$14.86,4.9 out of 5 stars,"['NIV, Adventure Bible, Hardcover, Full Color']"
$14.86,4.8 out of 5 stars,['Fancy Nancy and the Missing Easter Bunny']
$14.86,4.8 out of 5 stars,"['Happy Easter, Little Critter (Little Critter) (Look-Look)']"
$14.39,4.7 out of 5 stars,"[""The Books of Enoch: The Angels, The Watchers and The Nephilim: (With Extensive Commentary on the Three Books of Enoch, the Fallen Angels, the Calendar of Enoch, and Daniel's Prophecy)""]"
$5.00,4.8 out of 5 stars,['There Was an Old Lady Who Swallowed a Chick!']
$5.00,4.8 out of 5 stars,['The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God']
$13.50,4.9 out of 5 stars,['Indescribable: 100 Devotions for Kids About God and Science (Indescribable Kids)']
$16.99,4.8 out of 5 stars,['Discerning the Voice of God - Bible Study Book Revised - How to Recognize When God Speak']
$16.99,4.6 out of 5 stars,['Easter Eggstravaganza Mad Libs']
$16.99,4.6 out of 5 stars,['Language of God: A Scientist Presents Evidence for Belief']
$22.13,4.8 out of 5 stars,['The Dead Are Arising: The Life of Malcolm X']
$10.99,4.4 out of 5 stars,['The Devil in the White City: A Saga of Magic and Murder at the Fair that Changed America']
$0.00,4.7 out of 5 stars,"['How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence']"
$15.00,4.7 out of 5 stars,"[""Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series)""]"
$15.00,4.7 out of 5 stars,"[""I'm Still Here: Black Dignity in a World Made for Whiteness""]"
$20.49,4.5 out of 5 stars,['Smalltime: A Story of My Family and the Mob']
$14.99,4.8 out of 5 stars,['The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics']
$21.61,4.5 out of 5 stars,['Wake Up: Why the world has gone nuts']
$23.56,4.6 out of 5 stars,['Kill Switch: The Rise of the Modern Senate and the Crippling of American Democracy']
$23.56,4.8 out of 5 stars,"['100 Parks, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do']"
$23.56,4.6 out of 5 stars,['In Cold Blood']
$23.56,4.6 out of 5 stars,['Diana: Her True Story--in Her Own Words']
$0.00,4.7 out of 5 stars,"['Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future']"
$0.00,4.8 out of 5 stars,['Los cuatro acuerdos: una guia practica para la libertad personal (Spanish Edition)']
$8.44,3.6 out of 5 stars,"['Caste: A Brief History of Racism, Sexism, Classism, Ageism, Homophobia, Religious Intolerance, Xenophobia, and Reasons for Hope']"
$8.44,4.6 out of 5 stars,['The Righteous Mind: Why Good People Are Divided by Politics and Religion']
$14.49,4.8 out of 5 stars,['Long Time Coming: Reckoning with Race in America']
$16.80,4.3 out of 5 stars,"['Animal, Vegetable, Junk: A History of Food, from Sustainable to Suicidal']"
$8.73,4.7 out of 5 stars,['The 40-Day Sugar Fast: Where Physical Detox Meets Spiritual Transformation']
$8.99,5.0 out of 5 stars,['Big Easter Mazes Book for Kids Ages 4-12: 120 Mazes of 3 Difficulty Levels: Best Easter Basket Stuffers: Fun Easter Kids Activity Book with Maze Puzzles']
$8.99,4.8 out of 5 stars,['The Love Dare']
$16.80,4.7 out of 5 stars,"['We Own This City: A True Story of Crime, Cops, and Corruption']"
$15.29,4.7 out of 5 stars,['The Book of Enoch']
$22.49,4.2 out of 5 stars,['Hot Seat: What I Learned Leading a Great American Company']
$0.00,4.8 out of 5 stars,"['Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History']"
$0.00,4.7 out of 5 stars,['The Body: A Guide for Occupants']
,4.7 out of 5 stars,['Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting (now with Bébé Day by Day: 100 Keys to French Parenting)']
$0.00,4.8 out of 5 stars,['My Own Words']
$14.16,4.8 out of 5 stars,['The Answer Is . . .: Reflections on My Life']
$0.00,4.8 out of 5 stars,['Killer Triggers']
$23.49,4.4 out of 5 stars,['LifeLines: An Inspirational Journey from Profound Darkness to Radiant Light']
$42.50,4.4 out of 5 stars,"['The Collected Works of Jim Morrison: Poetry, Journals, Transcripts, and Lyrics']"
$16.80,4.5 out of 5 stars,['Unfinished: A Memoir']
$0.00,4.9 out of 5 stars,['Lead from the Outside: How to Build Your Future and Make Real Change']
$0.00,4.8 out of 5 stars,['The Fifth Agreement: A Practical Guide to Self-Mastery (Toltec Wisdom)']
$15.00,4.7 out of 5 stars,['Trump: The Art of the Deal']
